dir,workDir,nrg,dnrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol,sxx,syy,szz,sxy,syz,szx
/gpfs/scratch/vkb5066/ortho/elas/x1000/1/p0.002,p0.002,-64.91369228,-.00000085,10,226,6.37280349667507356146,6.62533859680210037700,7.78497733901450616521,89.99962172879873224462,89.99931611549522481195,89.99949568554022397512,328.69716505313709056005,-2.53783,-0.73475,-0.84216,0.00870,-0.00198,0.00337
/gpfs/scratch/vkb5066/ortho/elas/x1000/2/n0.001,n0.001,-64.91392016,-.00000031,8,226,6.36008333009641618787,6.61871325828168734148,7.78497733893207674468,89.99961874433877258642,89.99933089179199808351,89.99948955187174523562,327.71304180959720779145,0.42258,1.07619,0.51946,0.00439,-0.00156,0.00213
/gpfs/scratch/vkb5066/ortho/elas/x1000/2/n0.002,n0.002,-64.91355009,-.00000075,14,226,6.36008333007443098447,6.61208791969249133571,7.78497733892829241550,89.99961575648623046126,89.99933089164345986032,89.99949570997986657927,327.38500072601583879105,0.81847,2.08749,1.04828,0.00162,-0.00196,0.00299
/gpfs/scratch/vkb5066/ortho/elas/x1000/2/p0.001,p0.001,-64.91405512,-.00000053,8,226,6.36008333014045853358,6.63196393536014570818,7.78497733893965456867,89.99962470897753925222,89.99933089208951518867,89.99947725146037409350,328.36912397180883833572,-0.35727,-0.97572,-0.51486,0.00749,-0.00168,0.00234
/gpfs/scratch/vkb5066/ortho/elas/x1000/2/p0.002,p0.002,-64.91379067,-.00000077,14,226,6.36008333016250979183,6.63858927394940723971,7.78497733894344805908,89.99962768578439991488,89.99933089223847204269,89.99947111002459643823,328.69716505539012552644,-0.74609,-1.98089,-1.01623,0.00963,-0.00186,0.00281
/gpfs/scratch/vkb5066/ortho/elas/x1000/3/n0.001,n0.001,-64.91391265,-.00000038,8,226,6.36008333009702141531,6.62533859676494913591,7.77719236165741997896,89.99962471180711419962,89.99932349372434807272,89.99948339913846158690,327.71304180607241244216,0.45491,0.56481,1.09420,0.00669,-0.00169,0.00223
/gpfs/scratch/vkb5066/ortho/elas/x1000/3/n0.002,n0.002,-64.91352641,-.00000079,10,226,6.36008333007563504042,6.62533859675899847701,7.76940738427902060035,89.99962769814181168968,89.99931608644277913406,89.99948339893931722191,327.38500071970351258888,0.88519,1.07945,2.17863,0.00743,-0.00176,0.00218
/gpfs/scratch/vkb5066/ortho/elas/x1000/3/p0.001,p0.001,-64.91403753,-.00000043,8,226,6.36008333013985261724,6.62533859677686833128,7.79276231621434831099,89.99961874673809532758,89.99933828291791322349,89.99948339953733216403,328.36912397038230888710,-0.38844,-0.47208,-1.07292,0.00491,-0.00170,0.00252
/gpfs/scratch/vkb5066/ortho/elas/x1000/3/p0.002,p0.002,-64.91376083,.00000044,14,226,6.36008333016130324719,6.62533859678283686776,7.80054729349287700569,89.99961576798854328617,89.99934566577966081933,89.99948339973708607412,328.69716505253744240678,-0.81197,-0.97120,-2.14155,0.00347,-0.00198,0.00329
/gpfs/scratch/vkb5066/ortho/elas/x1000/4/n0.001,n0.001,-64.91398602,-.00000010,17,226,6.36008545016188756662,6.62534372052716965799,7.78498416986615297722,89.88593869368968014960,89.99933763876410172600,89.99947674667940256634,328.04108288847902887623,0.03297,0.04730,0.00216,0.00548,0.51721,0.00346
/gpfs/scratch/vkb5066/ortho/elas/x1000/4/n0.002,n0.002,-64.91366650,-.00000070,13,226,6.36009181030541074772,6.62535988642676125112,7.78500397587748178447,89.77134730304288684137,89.99934439304645707676,89.99947008731916006016,328.04108288824283446927,0.02807,0.04481,-0.00058,0.00530,1.04118,0.00342
/gpfs/scratch/vkb5066/ortho/elas/x1000/4/p0.001,p0.001,-64.91398423,-.00000011,12,226,6.36008545007502246740,6.62534451535377128255,7.78498348288349891378,89.88503011194574511492,89.99932415276670483309,89.99949004526735389111,328.04108288642584486294,0.03276,0.04745,0.00255,0.00562,-0.52190,0.00324
/gpfs/scratch/vkb5066/ortho/elas/x1000/4/p0.002,p0.002,-64.91366341,-.00000070,13,226,6.36009181013168045485,6.62536147617817988485,7.78500260191383328042,89.77043872654108998067,89.99931742200551166555,89.99949668534387100512,328.04108288907498302156,0.02767,0.04499,0.00022,0.00535,-1.04425,0.00331
/gpfs/scratch/vkb5066/ortho/elas/x1000/5/n0.001,n0.001,-64.91399549,.00000068,9,226,6.36008789209134896746,6.62534080525164771545,7.78498493243191613591,89.99962728356572314127,89.88473927702605271432,89.99947996535961621573,328.04108289281079545715,0.02845,0.04419,0.00688,0.00540,-0.00167,0.48499
/gpfs/scratch/vkb5066/ortho/elas/x1000/5/n0.002,n0.002,-64.91369727,-.00000071,10,226,6.36010305415254597422,6.62534743063241713670,7.78500550090741480190,89.99963283555497537202,89.77014789522696848608,89.99947653696645538743,328.04108289248478539866,0.02941,0.04877,-0.00623,0.00542,-0.00184,0.96327
/gpfs/scratch/vkb5066/ortho/elas/x1000/5/p0.001,p0.001,-64.91399789,-.00000044,10,226,6.36008936832930810866,6.62534080529019345037,7.78498272041763002360,89.99961616951290327560,89.88622952953221253104,89.99948683978821745676,328.04108289146376798605,0.02876,0.04456,0.00832,0.00534,-0.00216,-0.47872
